,qname,seqLength,sampleQnamesChr,subTeloAlignLength,teloBPLengths
1350,c6a7bb36-2e5e-452f-84f8-889e8a99007f,38297,chrX:p-arm,25247,7677
1351,a7b72a9c-f7e3-4617-a78f-4ccae2061b4b,34434,chr21:q-arm,21125,6472
1352,f5eb58f4-8d3b-438d-b159-48f024a9fca8,49291,chr16:q-arm,26993,9357
1353,bfcb36f0-fee8-4619-9d2c-2f45d3f57a63,29021,chr6:q-arm,18089,6586
1354,0c57ddc2-903c-440c-a969-4a17a1d9bde3,7530,chr2:p-arm,1010,5632
1355,6c8cac38-d3c6-4fb7-99c4-d85436913ecf,1209,chr19:q-arm,51,154
1356,08fc07ca-4ad7-4d5c-b125-c287dec48b52,13065,chrX:q-arm,8290,3411
1357,57552680-1187-4eb1-a3da-7459a9b21e56,9259,chr21:p-arm,313,8662
1358,22de0f09-3164-4281-9b71-ce65a0a36df5,9974,chr18:p-arm,193,8623
1359,d76192d1-c1f5-40f9-8e8a-d7523d098ee3,7073,chr21:p-arm,1189,5998
1360,4ebdd30b-98d3-45d6-98ed-33bc0f18b349,5878,chr12:p-arm,1194,3725
1361,a99c8b31-7429-4fe5-bf9a-51c7eebf2a6f,3224,chr19:q-arm,45,1869
1362,817c61c9-c952-4e3f-a525-ca32f496f27b,4894,chr11:q-arm,104,4730
1363,29d57d44-6385-4c24-a1ce-4ae6e69d119e,4519,chr4:p-arm,2460,895
1364,bad9cd7d-0f62-4c08-8e55-8c3f783b94b3,11847,chr10:p-arm,6966,3485
1365,f6a168f6-c0cc-42b8-ad57-700e54a2041d,1239,chr10:p-arm,48,201
1366,280c3f3e-768d-49c0-a826-51ab306c8242,18732,chr16:p-arm,1244,17278
1367,b0f29151-f76c-43ec-9749-8dada4fbab53,2244,chr19:q-arm,96,856
1368,bd347adb-2512-4371-95c7-dd552562ce02,10718,chr9:p-arm,873,8727
1369,97240305-eae6-429c-b0d8-bc08c1974dd9,7308,chr15:q-arm,1162,5504
1370,b75a5b64-da93-468b-97c0-66f82ecf0f76,6088,chr16:p-arm,1461,4593
1372,c9b871de-d048-4007-9dd9-b218fac9b967,5599,chr19:q-arm,75,4464
1373,0ce6ce42-121e-4e75-93c6-3d272f498f53,5725,chr18:p-arm,77,258
1374,bdbbd5b1-44a0-42b7-b743-113b2f7a8dd3,15129,chr11:p-arm,11627,528
1375,46bcc4bf-b098-4ed6-81b4-6734a595fc7b,20135,chr18:p-arm,10767,7847
1376,cfae0d72-9f73-46d1-8699-1004f69ebcd7,11710,chr21:q-arm,4921,4764
1377,2569d35e-97d4-451c-884f-898bf64c7045,8044,chr3:q-arm,1185,6694
1378,cdacb078-0511-40e3-892b-c94a22c0e5a3,30006,chr22:q-arm,48,42
1379,86c67174-4f2e-4779-b2e5-d279bc60d8f9,13825,chr14:q-arm,8420,2892
1380,b650744f-bcbc-49ad-8391-b4ec3d6bd104,1572,chrX:p-arm,65,1410
1381,15d10e74-483f-4d18-875c-ef30925374a0,7804,chr18:q-arm,1658,5776
1382,82eee83f-b931-453f-8b27-5ca2a1b76735,3185,chr15:q-arm,1007,1702
1383,7c1a38c2-845f-4ee9-88ac-5315f881e377,4035,chr12:p-arm,908,2217
1385,c7276c95-60d5-4301-bc16-021faa872334,6038,chr19:q-arm,99,4726
1386,0b7d136f-d369-47a2-8c1b-3cdfd5479a53,5790,chr12:p-arm,1416,3621
1387,ba19dce8-3353-472a-95a4-8b3880ae60d3,18084,chr3:p-arm,9538,6956
1388,1481c8c3-d8a7-4a4b-b9bd-c2eebb5b59aa,8286,chr20:q-arm,977,6562
1389,28e19486-53a4-452b-be54-f0553d9de80f,5941,chr17:p-arm,84,78
1390,7d25af76-d715-4ec7-a90a-fa8280b18920,10265,chrX:p-arm,83,9897
1391,61d228f7-0369-42b6-b36c-38ca44e984bd,48591,chr13:p-arm,19010,5631
1392,9c4cf44c-0975-4a9e-b070-d60df86c7a80,1714,chr19:q-arm,102,795
1393,939b2a29-1495-4f0d-91d3-14f28e080c9a,23303,chr1:p-arm,15196,6184
1394,2fdab270-553a-4af3-bf44-ecd9bec1b587,7279,chr11:p-arm,925,5812
1397,6e1d0a83-3aff-4cfa-aca4-5cca6034fd0e,9095,chrX:q-arm,702,120
1398,deec02a3-5045-43d4-87d5-477873456a74,21433,chr10:p-arm,10890,8354
1399,2874e56b-53b7-4ade-8fa3-5eb75f149a23,14525,chr20:q-arm,58,168
1400,3eb98c68-2253-4463-b0a9-85b29347aff5,16411,chr20:q-arm,11410,3248
1401,f7fae46b-681e-4434-bd19-717e4cdc118b,13964,chr7:p-arm,7162,5453
1402,cb66dd7d-66ce-4701-afda-9691c6b11ba8,36238,chr22:p-arm,29299,3060
1404,bd177ade-ea61-4999-8a0c-e8c87b84f611,1731,chr19:q-arm,98,502
1405,319b319d-9a38-4813-9cdd-581d7ad3df22,8715,chr11:p-arm,1191,7354
1406,0f2cf499-4343-4b8d-acbd-43f99c901453,25110,chr21:q-arm,15760,5194
1407,e8f10774-1d77-4459-b850-36178647ac06,6708,chr3:q-arm,944,5314
1408,a48d0acd-32b1-48a5-b98a-c2e9945efab7,4835,chrX:p-arm,83,4675
1409,a9d63310-936f-4214-bf04-50c2988ae704,4889,chrX:q-arm,45,258
1410,b9143fd2-7a09-4358-9c6c-a7c471a9dc2a,3509,chr19:q-arm,107,2596
1411,a69c8369-7d3c-4b99-a834-b2abd430f84a,4548,chr11:p-arm,1196,3136
1412,73a8955a-6b87-4173-bbf1-56bef099212a,33454,chr1:q-arm,25227,5125
1413,6a596fb7-33bf-4107-b323-d693f427354f,30140,chr9:q-arm,11844,9067
1414,9e73042c-35e7-456b-944f-235627859c38,4298,chr19:q-arm,93,3010
1415,b9bae390-c562-4144-a59c-f36f23965c02,4913,chr12:q-arm,130,4344
1417,8fbef1fa-a413-482c-bb23-e7a9c4c3fc77,21285,chr2:p-arm,13747,6058
1420,f54e0b5b-f4f3-4438-be4b-b0c7f85fca45,7696,chr18:p-arm,5145,997
1421,0871a1d9-93a8-4299-8d4f-41073bc9ae6a,8025,chr12:q-arm,2395,6538
1423,051dd544-eb55-445f-b193-d94b7b519bc7,7520,chr10:q-arm,48,126
1425,98f4e69d-2be6-4300-91ba-1a21fd059d96,4996,chr19:q-arm,81,3814
1426,761166ef-9b27-4a8d-89cb-feada2896768,35847,chr1:p-arm,22324,10176
1427,38a2e8b7-dc5d-46e1-9052-b2e6e1fbb38f,4784,chr19:q-arm,84,3730
1428,707e4ef3-b24a-49a0-b794-78d5ca507ed6,50716,chr6:p-arm,36095,8583
1429,9cefeb46-d1db-4458-a6f6-0e777b08cd25,24402,chr6:p-arm,10984,9231
1430,6dd2f17a-c21a-42f8-9f0a-7c5a2e6f3b7b,11710,chr6:q-arm,4032,5842
1431,8ecf2261-8f83-43eb-b95e-c007efceffcb,25422,chr1:q-arm,15954,4933
1432,0d8529ea-c17d-402b-8cdd-09e8a9c1112c,39497,chr20:p-arm,28899,4814
1433,761d33ea-4873-4b51-b498-f994740c34a6,10889,chr17:q-arm,2551,7696
1434,d6075843-cf96-48b8-8a1c-a4c547d1176d,14208,chr11:p-arm,3125,10343
1435,66108a4c-27e6-4086-a7ce-8087d50aa19b,16080,chr15:q-arm,10615,3484
1436,06e8e11d-200b-49b9-80f4-3435e83d94e2,16755,chr18:p-arm,9571,5408
1437,b00c5584-3c30-4388-aa49-4133ce841331,23784,chr5:p-arm,9857,11900
1438,bc57fb88-6726-4c54-824d-992c8f6f2295,34788,chr21:q-arm,25128,5152
1439,2dc5c37e-04bd-4792-aa81-a644166c286a,10452,chr9:p-arm,1226,9010
1440,b6c0648e-9dd6-48b2-b110-7119c08d1a47,7183,chr6:p-arm,847,5626
1441,c67a28e2-3bb7-4e41-aed8-52bab523d981,5830,chr12:p-arm,1696,4013
1442,5db50cf7-f514-464a-8aad-593ec98fdb8c,7095,chr19:q-arm,111,6063
1443,97112fc9-057c-4ef3-995b-4f14aa9f6dec,3392,chr22:q-arm,1486,528
1444,22f23727-d58f-434a-9057-bcdcc3e3ec0d,7864,chr19:p-arm,1413,6051
1445,54c057d1-5501-4679-b358-e46b3a9bc5c5,7481,chr3:q-arm,1144,4811
1447,6d576c25-e427-4e2e-a896-fc7f1363fba6,4219,chr4:p-arm,77,4056
1449,7e4c2644-c8c0-468d-b368-5cdc4701975d,5499,chr11:q-arm,1630,3197
1450,68cffe37-97ae-4c73-b9f2-553e07176b3a,8898,chr21:q-arm,3468,4462
1451,bf207a32-5a48-4548-9ba0-c7f3c7abb253,5731,chrX:p-arm,59,5571
1452,c8e4a9ee-5d82-452b-a52c-119a71e059bc,17590,chr20:q-arm,9233,4651
1453,557d8fea-dcf1-478f-9700-ff3b3c700b2a,8328,chr7:p-arm,5607,1851
1454,3a127d81-89a8-4d56-9713-76fe512c423e,19814,chr17:q-arm,9976,7552
1455,01697119-f8d9-42cf-acd0-99fc4f602913,6265,chr19:p-arm,983,4912
1456,8a672650-5246-4ab7-95b1-95c1f01de18b,15274,chr11:q-arm,4124,8536
1457,95018580-9aad-41d6-8e26-05af6a671280,7965,chr14:q-arm,2877,3284
1458,8d00d22b-71bd-4c64-8f0f-5e45dac10cb0,39177,chr12:q-arm,28643,4963
1459,d21005ec-a4d7-4047-bcd0-633119b615cf,6364,chr9:p-arm,60,168
1461,494363d8-4d4c-467e-b9d5-9d4d94da44fc,4435,chr3:q-arm,826,2896
1463,7bc866f4-5eb0-44be-aaca-17dd5a83e8d4,17959,chr11:p-arm,9846,5368
1464,a431f34e-d783-45b0-8b37-26b6816d28c0,3826,chr19:q-arm,72,2473
1465,52b1fb28-65ae-4d30-90c4-316e05ea9645,3393,chrX:p-arm,42,2267
1466,875c97bc-ccb8-4fb3-9a7d-4508df8bcafa,1393,chr19:p-arm,966,108
1467,b12383cc-3355-4457-865d-903cfab0b2c2,16533,chr5:p-arm,7944,6747
1468,f1ec7c37-20b8-4031-ac06-89812aca56f2,2807,chr4:q-arm,817,1351
1469,ae05b985-dff9-4b53-a364-77a94b5f5f4a,16340,chr17:p-arm,4746,6382
1470,7a1604a3-1990-4a86-afc0-e1d547fd41a6,13647,chr10:q-arm,5344,7121
1471,966ff6d4-f5ca-44ed-a6ff-166773d11369,10981,chrX:q-arm,205,264
1472,9feaf6ab-03be-487c-ae51-ba71a1ef6661,31651,chr17:q-arm,22562,5693
1473,4f6e9dcc-f47e-424e-83cb-58123553beca,1577,chr19:q-arm,54,343
1474,fbb1d7a0-e010-4f2c-8627-a9616fe9e6c7,10538,chr21:q-arm,3886,4852
1475,c09f826f-d119-4dad-94e8-106e7ce9de50,6381,chr6:p-arm,1052,4948
1477,affa1af5-f9ba-4674-91db-34f57a02b93f,12089,chr11:q-arm,4937,5572
1478,ee9aab11-4ca9-47b3-b362-378543b9e18e,20103,chr20:q-arm,11427,6939
1480,df5a4836-61be-4960-b99f-9e673670564d,42633,chr10:q-arm,26253,9903
1481,c92ab393-7fb7-4c1c-ad04-3204830ad053,21336,chr15:q-arm,12456,5874
1483,8bc12d5d-14cf-46b3-896b-100e801b4d2f,3349,chr9:p-arm,1162,1800
1484,3c9022c0-6bed-4804-a414-90123e90777a,8743,chr21:p-arm,5398,2699
1485,b9ee28b3-3395-4efe-82a3-96b140d61fc1,18600,chr20:q-arm,10253,5520
1486,d98cc43a-df85-47ef-8a04-74b25bf086e5,33098,chr6:q-arm,19233,9880
1487,d9e25aa3-93a9-4640-887e-4439aae3512c,1700,chr5:p-arm,201,1540
1488,25cb8b1b-c8fd-4960-aa18-8913c2450dd1,13414,chr20:q-arm,8237,3778
1489,ff1f1b26-6e05-4ffb-8bdb-7ef421ae88a6,44388,chr7:p-arm,33585,4643
1490,56dde234-39df-448b-bd60-41271c149e46,1734,chr12:q-arm,77,1571
1491,3f48aa77-4e74-414b-9b4e-2c734035aa80,24278,chr1:q-arm,17181,5109
1492,1401e679-b00e-4fa9-b4d3-c7b56315dcb0,7449,chr11:q-arm,394,6652
1493,2bcdfb59-72d1-4a2e-92ca-67cc80fce15d,37433,chr4:p-arm,25592,7390
1494,e1e2314e-16c9-420b-bae3-38b21b319c63,42698,chr8:q-arm,33455,2989
1495,eee83fa4-3187-449e-991b-bb8b78fe5ce4,26716,chr22:p-arm,16917,4822
1496,2a8f8513-46dc-4d31-a64a-4ad59ce99f22,6338,chr19:p-arm,637,5380
1497,95aa8e26-aa5f-469e-92bb-eed64ea94ff4,12831,chr14:q-arm,6745,4942
1498,d5964279-7ff6-40a5-a882-09cca4b884ef,17947,chr20:q-arm,10729,4883
1500,4f91e258-c63a-49f5-a38e-2d6f57e1c048,12630,chr11:p-arm,924,10921
1501,d19e4cd1-1bc6-4a52-bd81-8dc96b1834e0,23238,chr17:p-arm,10154,5308
1502,5ad5bd11-f9d3-4e50-a8ba-dce02496eb5c,3374,chr20:p-arm,106,2089
1503,8ce66df1-ff91-46e4-81df-3009d0c36fb6,9542,chr1:q-arm,6362,1488
1504,2c1a7f25-e314-4cc0-86de-83dfe5e069fe,6288,chr17:q-arm,1350,4618
1505,27d50ae7-23eb-4429-964d-4f3d3cc6bcce,7009,chr11:p-arm,1289,5596
1506,e5c07be1-4294-4e82-9b8d-4d466a14de7a,4616,chr6:q-arm,856,2620
1509,50ac488e-a7c1-4aa5-9e62-047adf84d0e8,22721,chr14:q-arm,15149,4528
1510,0d4f6adc-2011-442d-b232-aadaa3e948fd,42955,chr18:q-arm,32091,4467
1511,933aac6d-a9f8-476a-bf6a-4a39c79e6045,10749,chr21:p-arm,3331,6676
1512,a28b8901-1053-4686-84a5-da3b0199c89d,37543,chr1:p-arm,25143,6838
1513,b1e5f7d4-a9ec-4030-a24b-75226889ca0b,1474,chr18:q-arm,64,1309
1514,6487b856-a70e-4af9-99e3-03791f22e278,1501,chr20:p-arm,68,78
1515,dd6e26fd-7946-497d-a070-84c6e901c01e,5864,chr20:q-arm,694,4228
1516,e421cea6-c127-44d3-b0f5-abb955b99d28,10217,chr16:p-arm,7841,234
1517,0b4e761f-be15-499c-9d68-91a80294cbdb,39166,chr10:q-arm,19334,5488
1518,84b91f41-27d4-487b-b040-8554fe079322,8673,chr19:p-arm,1129,7288
1519,55d1cdb9-b500-43d7-9813-4aecbb52494d,37231,chr14:p-arm,25171,4314
1520,e897d618-f3ba-4d1a-a789-2a9271a0bb90,4299,chr19:q-arm,97,2716
1522,814d577e-634d-4855-94e6-7a97c0ff5cf5,6980,chr12:p-arm,1763,4901
1523,cbfbc5a6-0c1b-4ae8-9b41-4e2c4a510443,9239,chrX:p-arm,2769,4197
1525,ff6dd50b-6025-4d91-87ab-2f02cba2c68b,8244,chr21:q-arm,2826,4499
1526,d712589d-25fa-4452-8143-b2b72976ea6a,20659,chr10:p-arm,40,60
1527,a743161a-b73e-473d-8646-fda551a46dc5,5773,chr19:q-arm,51,4554
1528,c7308454-7861-41c8-910e-8a1e686b999f,3386,chr19:q-arm,102,3216
1530,cb29106e-f372-4f55-a858-ee280c2ddbdb,9790,chr3:q-arm,1391,7651
1531,d7a9c8e2-efdf-4386-b792-a9f836344ab7,6747,chr22:q-arm,73,6584
1533,a76fc189-f72b-42b7-8380-a8a29e5e9874,9364,chr8:q-arm,1331,8167
1534,4e5ae291-965b-4c36-be01-77a15bf953e5,10018,chr19:p-arm,1388,8106
1536,d4e7b0e9-ff39-47c6-89c8-2a427691ffee,20258,chr8:q-arm,10013,7206
1537,5648f51d-2a20-4d8b-92fc-228f80bc5882,15838,chr20:q-arm,11641,2746
1538,119bd1c1-f6b7-439a-a5ea-b3ec1d03cce9,5791,chr6:p-arm,1247,4330
1539,c9ff5d27-ad46-462d-8cb3-be63e69e7790,12560,chr8:p-arm,6106,4991
1540,d4a8e25c-43f7-4ff4-81dd-866f3ab81133,27437,chr6:q-arm,11363,13638
1541,735e7b4d-c593-4251-8b61-653cc3c16a24,6684,chr19:p-arm,1642,4844
1542,da1a203a-fff1-4bf4-8825-5d3061c7be75,1649,chr16:p-arm,896,354
1543,26367b79-f810-4828-86e6-5adaa82840eb,14951,chr5:p-arm,50,102
1545,e796b44c-63ee-470f-b8ea-3790a6a9bef9,19314,chr18:p-arm,8610,6718
1546,f5162736-c396-416f-af8d-be56a395f7a4,5805,chr3:q-arm,1343,4008
1547,7e3cd99f-7af5-4a7b-9810-c401d235bc85,44870,chr17:q-arm,33220,4119
1548,cccee336-38e4-40c8-94ec-391ac22ad70c,25616,chr16:q-arm,17412,4481
1549,71ca58f4-41d2-4d7e-bb2f-07582309fac5,14070,chr7:q-arm,3509,8285
1552,7023efff-efdb-4398-9b09-7237115b716e,31746,chr22:q-arm,12572,6520
1553,c884bc3f-14ee-4dd6-941f-976ab9cd13ca,1070,chr20:q-arm,50,907
1554,dee5d4b1-2289-401b-8334-c2f7a4f83034,8003,chr18:p-arm,64,116
1555,3eb919a1-36c4-4564-8520-1d2f5434f89d,23179,chr19:p-arm,14527,4687
1556,fa08d965-bee0-4918-a144-9e11af1f061d,7702,chr12:p-arm,1042,5677
1557,fe30c731-c48a-49a9-bac2-ea609c13c703,31068,chr4:q-arm,16309,8134
1558,3600a2be-f7fd-4200-b249-cbc77fe6f83a,37032,chr21:p-arm,22475,8867
1559,93b64d3c-a81b-49aa-99bf-62d2af49de9a,7401,chr15:p-arm,1679,318
1560,3e675c00-409d-43a1-a737-90637b225bfa,7765,chr11:p-arm,1414,6304
1561,4bd3c7ad-6fa6-4d30-a3ed-40fa7415fa42,5981,chr9:p-arm,1194,4342
1562,aa7bac72-d8b2-4f0a-9892-5d963d3393ab,2003,chr1:q-arm,92,1844
1563,18fcba1f-f580-4167-82f9-95890a7888ef,1373,chr8:q-arm,48,1211
1564,e89cb4ce-a635-4142-930e-84be7c8bd3a3,15946,chr14:q-arm,7479,6923
1565,ffa49d41-8f1a-4d96-8f01-e31304ba2a51,5436,chrX:q-arm,3193,234
1566,f5ff7a3f-e70f-41c8-8cb4-76cae7b95a04,3983,chr12:q-arm,77,3822
1569,f293a520-11ae-4efd-aa09-001d121d4263,22203,chr16:q-arm,10710,7445
1570,a55e641a-6ec5-460e-a6f4-822cbdeeff77,8328,chr11:p-arm,755,6778
1571,c65c82d9-408e-4032-95f4-006e41f3623c,26007,chr1:p-arm,16035,6257
1572,e22d46cd-9fb3-410b-a995-1346c8e7f1b2,11253,chr16:q-arm,5636,4151
1573,246b0b0b-c46c-4548-8812-78e6ae99aa29,1645,chr19:q-arm,89,422
1574,4c449fa6-d76c-4dde-981e-d647c2ebdf21,19379,chr7:p-arm,10165,7655
1575,00e5de5d-98d7-4e73-9a49-24b496fad12a,3254,chr6:p-arm,1256,1900
1576,80705c2d-2508-474c-a74b-cc13720a38ff,16826,chr10:p-arm,10884,3805
1577,27076757-2567-4803-a215-8af2b2636a77,12336,chr11:q-arm,3536,6005
1578,16ae64e5-799f-4494-bd92-53582b44d964,12739,chr14:p-arm,6643,4540
1579,b53fff56-67e7-4fb7-9149-4f8856b5e347,9301,chr17:p-arm,3116,5674
1580,15a5c047-1af1-4c07-b698-90db355ca4a5,2878,chr19:q-arm,106,1605
1581,d693b208-365c-4ea8-8b63-a3598ab4522a,15396,chr19:q-arm,8729,4630
1582,15dcf2a6-ad4c-402e-8d91-5d3114e1d24b,8949,chr15:q-arm,1599,7090
1583,6ea0f428-5cc3-4fb6-8c9a-25fd2163e6b2,17172,chr20:q-arm,9933,4204
1584,0beebf96-7607-4aab-87b3-b51a2db0d6a0,6922,chr22:p-arm,3884,12
1585,7cd37e7a-8932-462f-895e-cedcb67070a7,27282,chr2:p-arm,19579,5074
1586,09a33d6f-7b09-4c78-8fa9-9fb16d3ec738,5965,chr19:p-arm,1179,4134
1587,511ea502-9f2f-4db7-8e42-d73f0809c365,16968,chr10:p-arm,10984,4168
1588,58f3c1d4-1a5d-47b8-b66b-63e6efadf921,10756,chr18:p-arm,44,198
1589,22947c22-c52e-4d48-8ae5-b4063109e96a,31868,chr4:p-arm,16375,9753
1590,610cadd7-f00e-43b9-a5b6-d62f7b03f243,5574,chr11:q-arm,494,210
1591,d2e90ba7-dc75-4a68-9653-b605e28abdff,15192,chr6:p-arm,272,156
1592,2e87a9b7-54ba-4378-8fa8-f43603c9629e,6121,chr19:q-arm,55,4857
1593,37c12294-6f6d-4bdd-885d-88832d4ca56e,20460,chr22:q-arm,61,180
1594,c2acd572-454b-45fb-a5b6-8be77d137e47,8569,chr10:p-arm,4239,3349
1595,9ccb8860-0a8a-41e7-af10-0c836a2d91c5,3001,chr19:q-arm,78,1696
1596,c33ea36a-4d6c-46d4-9de4-23e6e5f9fa4d,11101,chr14:p-arm,8309,2040
1597,893685d7-7f42-4c80-b083-9c5b50beff09,2063,chr19:q-arm,98,805
1598,bbb8b7f8-8c29-4c33-94b6-52faa320fb0e,6404,chrX:q-arm,1551,4672
1599,18fc719e-0d33-4918-a95f-280f2ad13d20,18330,chr20:p-arm,8091,7098
1600,2293748b-7087-457e-8a13-d211648eae23,8394,chr19:p-arm,1312,6563
1601,790b3c54-16a2-4caf-b42a-936e51cfc182,4057,chr11:p-arm,1343,122
1602,c7867cc5-dcc3-4aba-9834-e5a179e6e18b,9331,chr10:p-arm,89,96
1603,03b6c5a9-c186-462e-96ab-7308aa691bd2,19325,chr4:p-arm,11257,5965
1604,c6270976-6a9a-4627-8fde-a232fe1b0de8,15074,chr18:p-arm,2840,11362
1605,33665589-5924-478b-b8ef-c914fb686ef2,7662,chr12:p-arm,1565,5509
1607,c78dcd6b-0cde-4ced-b48b-e2f2344322ee,2462,chr15:q-arm,73,2297
1608,c7631cd8-5283-44d3-bb2b-5a9eac63c63f,5047,chr19:q-arm,93,3079
1609,e90c7625-3716-430b-bace-ebb7c2cce9be,6992,chr6:p-arm,1045,5513
1610,d423ee16-2d57-4826-89ca-6e183dd346f1,1435,chr21:p-arm,56,307
1611,65537b78-8c88-49a8-a7d0-d1af7710bf1e,11965,chr18:p-arm,2872,7165
1612,4154de6f-0d20-41ac-ae41-aef109eda85f,12763,chr7:p-arm,7604,4253
1613,816a8fbe-7e10-4571-a734-eba4301b19aa,1774,chr1:q-arm,533,36
1614,6b9ef165-287d-4507-9bf7-f3fc52ddb964,3572,chr19:q-arm,99,3411
1615,7fa2d5aa-7904-469c-9714-b5ffe65e8536,9623,chrX:p-arm,56,9463
1616,62e76227-7dd1-43ad-bcd9-8cf0572b760b,1171,chr19:q-arm,73,424
1617,614287e3-e6fc-47e8-9512-2e02d6950153,10676,chr20:p-arm,645,9681
1619,0ea8b7e2-4165-42e1-95a4-d60e06c9ca35,4091,chr16:p-arm,234,2864
1620,78f06fa3-91c4-46fb-90cd-d1828646e8e7,3865,chr14:q-arm,1618,2050
1621,194ee798-bfd5-4fd5-a2ea-7a7ea25200e1,22525,chr10:q-arm,14591,6373
1623,1b3fe45e-aca1-4165-96d4-4e61b71ca0db,11678,chr11:p-arm,291,124
1624,d25e841d-9d0f-43eb-8863-6ec7eca3c7fa,20578,chr7:p-arm,14895,2756
1625,32f9d786-a034-46e4-beb5-a200aace3598,23300,chr6:q-arm,6776,13898
1626,389fb841-781f-4215-a209-77e56b9ed6db,23823,chr1:q-arm,15005,7029
1627,fd177f37-2653-4309-a074-a5f4255cf1a8,9861,chrX:q-arm,919,7832
1628,8445aefe-565b-4859-82a0-3fbbf996bafc,37462,chr17:q-arm,23653,8472
1629,545ded1b-11e0-4f4d-ba52-45bdb2329b84,4711,chr19:p-arm,1155,3430
1631,947e8db5-368b-4a67-a509-0a7159fdc422,35271,chr12:q-arm,27175,5006
1632,8cbf436b-d146-4810-aa24-9d8622cd1d41,25667,chr22:p-arm,17166,5482
1633,8d371a0e-4b66-4cb9-9777-d0c95baf457d,34410,chr14:p-arm,27758,2302
1634,f657ad46-0114-49ef-98c1-76712864771f,36999,chr14:p-arm,10006,226
1635,c57cb0d2-9ba3-467c-ae10-0da0d77eb514,13104,chr11:q-arm,5234,6683
1636,7a4b7070-e9d0-44f1-b012-815e148b9dfd,5845,chr4:p-arm,1424,4174
1637,125d839b-af12-470b-9fd9-42ef352c4ffe,14349,chr8:q-arm,285,54
1638,1ce4519a-3068-4fbb-9431-303947cbe69f,12621,chr10:p-arm,5566,3558
1640,1c27a877-f17a-40fa-a9ae-f8775830fafc,9333,chr3:q-arm,653,7734
1641,fdcaddf6-6303-46eb-b546-a39ce362d2de,20064,chr22:q-arm,10623,5091
1642,06002770-1eb7-4ef5-b5b0-600bf4eb7938,1412,chr21:q-arm,135,156
1643,b4fda8f7-c29b-4894-bb09-862d30f9df07,2403,chrX:q-arm,53,2240
1645,65d95cb0-6aed-4ee3-8b97-0d941128d3cc,4636,chr17:q-arm,428,4391
1646,9b15bae1-f534-4d0d-8cd3-811552a433f3,14144,chr13:p-arm,5235,1598
1647,dcdbc19b-feac-412d-9567-1c0b5b1134a3,2664,chrX:p-arm,54,2505
1648,e9939522-2d73-4b2a-bf94-2e7fca1ea1b6,17718,chr21:q-arm,9031,6784
1649,311f23ee-8365-4ed9-bc8c-64eea769fd44,30027,chr8:p-arm,18672,1657
1651,654a867d-14fa-450b-88f3-384f9be90585,37008,chr17:q-arm,18981,6994
1652,3aa2294b-afb2-4410-a9d6-b42d975f76cc,19776,chr10:p-arm,9801,6701
1653,1e03a2c8-fb6b-42bf-826a-46a81ccdccc4,4531,chr9:q-arm,3916,246
1654,8d5a038f-ec92-4d35-853b-96e79a4b3520,10098,chr12:p-arm,3704,4897
1655,899fc130-1787-4b21-b96a-563374aeb9ca,7301,chr12:p-arm,1343,5068
1657,0cb42e7f-5625-4b9e-98b3-94ae17799f8a,1305,chr8:q-arm,97,1146
1658,518e8e0d-49c1-4c8c-bbae-2920e7f23164,18140,chr11:q-arm,7897,8528
1659,37dffa63-9041-4515-9082-5e05b963c35c,6774,chr17:q-arm,83,6594
1660,93000310-f4ae-49e8-bd63-5fdecfc84257,15920,chr8:p-arm,8627,5933
1661,ec9acaf8-15f4-4b26-9a65-ea6f4baab075,2607,chr19:q-arm,93,1461
1662,70141680-b9cb-4b08-bcc3-dbd05917dbd4,5256,chr12:q-arm,140,5039
1663,bae77def-4986-47d2-83ac-52c340532a20,29193,chr1:p-arm,15288,10257
1666,b2259046-8079-4486-972c-edb172fe8dba,1895,chr19:q-arm,92,630
1667,b3b27275-79cb-4454-9cd4-d0256e035de7,13244,chr13:p-arm,4818,2163
1669,77798cda-6b2a-4544-8254-05c036df832d,19191,chr14:q-arm,13171,1446
1670,5d38eb63-0425-45f6-b739-b9aaff6cdf7d,29014,chr3:q-arm,21144,4852
1671,fe1d8614-ebe7-461d-b40a-dc1ebdcefef5,36227,chrX:p-arm,20464,10015
1672,c140db5f-00b3-4868-9358-8bf7c0219d22,9138,chr15:q-arm,1529,7269
1674,8a4503c6-08b9-4cc6-ab33-44a08c5ed33a,17224,chr7:q-arm,13598,1663
1675,ff31461b-167c-4df7-9c8f-e7327a9d04e4,8789,chr18:q-arm,4756,901
1676,6cc7aaba-e81c-4d12-a6d3-0a26d5e19f49,10925,chr16:p-arm,1511,8779
1677,595bbabe-1f97-4274-972d-4a71631585d8,21842,chr9:q-arm,13620,3617
1679,cbf36677-b2db-4ad3-921d-e3a8efb137b7,4748,chrX:p-arm,165,222
1680,fc994202-ffcb-4812-9285-d542192a4bb9,3661,chr8:p-arm,2570,211
1681,c85ed687-ee5f-4b9b-bacc-2c6f905f7881,18498,chr10:p-arm,11639,5474
1682,300d4ece-9a0a-48d2-84b1-1a773fcc1f3c,24251,chr16:q-arm,12135,8551
1683,7ec5021b-61fd-43e0-8773-5b6d35ef25de,10617,chr16:q-arm,47,116
1684,605b535a-c4b9-47a2-a561-6a20ca4216ca,8267,chr13:q-arm,107,42
1686,15e46f34-ae13-4899-8761-95636ef013e8,10447,chr12:p-arm,1566,8377
